Genus	Species	Subspecies	Ploidy Level (x)	DNA Amount1C (pg)	Original Reference
Selaginella	weatherbiana		2	0.12	Baniaga et al.,2016
Selaginella	sellowi		2	0.12	Baniaga et al.,2016
Selaginella	pulcherrima		2	0.12	Baniaga et al.,2016
Selaginella	flabellata		2	0.12	Baniaga et al.,2016
Selaginella	densa		2	0.12	Baniaga et al.,2016
Selaginella	leucobryoides		2	0.12	Baniaga et al.,2016
Selaginella	cinerascens		2	0.13	Baniaga et al.,2016
Selaginella	extensa		2	0.13	Baniaga et al.,2016
Selaginella	oregana		2	0.13	Baniaga et al.,2016
Selaginella	mutica		2	0.13	Baniaga et al.,2016
Selaginella	wallacei		2	0.13	Baniaga et al.,2016
Selaginella	peruviana		2	0.13	Baniaga et al.,2016
Selaginella	helvetica		-	0.14	Siljak-Yakovlev,2010
Selaginella	rupincola		4	0.14	Baniaga et al.,2016
Selaginella	bigelovii		2	0.15	Baniaga et al.,2016
Selaginella	kraussiana		2	0.16	Obermayer et al.,2002
Selaginella	lepidophylla		2	0.17	Baniaga et al.,2016
Selaginella	watsonii		2	0.19	Baniaga et al.,2016
Selaginella	kraussiana	var. poolteri	3	0.24	Obermayer et al.,2002
Selaginella	kraussiana		4	0.36	Obermayer et al.,2002
Senecio	inaequidens (s.l.)		2	0.58	Lafuma et al.,2003
Senecio	squalidus		2	0.9	Bennett and Smith,1976
Senecio	aetnensis		2	0.9	Bennett and Smith,1976
Senecio	palmensis		2	0.98	Suda et al.,2003
Senecio	pterophorus		2	1.1	Lawrence,1985
Senecio	inaequidens (s.l.)		4	1.08	Lafuma et al.,2003
Senecio	rupestris		4	1.1	Bennett and Smith,1976
Senecio	vernalis		4	1.2	Bennett and Smith,1976
Senecio	leucanthemifolius		2	1.3	Bennett and Smith,1976
Senecio	chrysanthemifolius		2	1.3	Bennett and Smith,1976
Senecio	flavus		-	1.4	Bennett and Smith,1976
Senecio	viscosus		-	1.55	Nagl et al.,1983
Senecio	vulgaris		4	1.6	Bennett et al.,1976
Senecio	glossanthus		4	1.7	Lawrence,1985
Senecio	aquaticus		4	1.8	Bennett and Smith,1976
Senecio	jacobaea		4	2.3	Band,1984
Senecio	lautus	subsp. lanceolatus Ali	4	2.4	Lawrence,1985
Senecio	adonidifolius		-	2.45	Garcia et al.,2013
Senecio	cambrensis		6	2.6	Bennett and Smith,1976
Senecio	teneriffae		6	2.63	Suda et al.,2003
Senecio	kleiniiformis		-	2.65	Zonneveld et al.,2005
Senecio	rowleyanus	var. variegata	-	2.7	Zonneveld et al.,2005
Senecio	citriformis		-	2.73	Zonneveld et al.,2005
Senecio	x peregrinus		-	2.75	Zonneveld et al.,2005
Senecio	crassifolius		2	2.8	Bennett and Smith,1976
Senecio	radicans	large form	-	2.8	Zonneveld et al.,2005
Senecio	articulatus		-	2.9	Zonneveld et al.,2005
Senecio	mikanioides		2	2.9	Lawrence,1985
Senecio	leucophyllus		-	2.96	Garcia et al.,2013
Senecio	erucifolius	(pop. Barcelona)	-	2.98	Garcia et al.,2013
Senecio	spathulatus		4	3.1	Lawrence,1985
Senecio	gregorii		4	3.1	Lawrence,1985
Senecio	quadridentatus		4	3.2	Lawrence,1985
Senecio	bipinnatisectus		6	3.5	Lawrence,1985
Senecio	gunnii		4	3.5	Lawrence,1985
Senecio	aff. apargiaefolius		4	3.5	Lawrence,1985
Senecio	discifolius		2	3.6	Lawrence,1985
Senecio	nyikensis	var. hildebrandtii	-	3.7	Zonneveld et al.,2005
Senecio	glossanthus		8	3.7	Lawrence,1985
Senecio	pyrenaicus		-	3.85	Garcia et al.,2013
Senecio	scopolii		-	3.97	Vallès et al.,2014
Senecio	runcinifolius		4	4	Lawrence,1985
Senecio	crassissimus		-	4.1	Zonneveld et al.,2005
Senecio	macroglossus		-	4.2	Zonneveld et al.,2005
Senecio	fulgens	(small form)	-	4.25	Zonneveld et al.,2005
Senecio	anethifolius		6	4.3	Lawrence,1985
Senecio	hypoleucus		6	4.5	Lawrence,1985
Senecio	linearifolius		6	4.5	Lawrence,1985
Senecio	odoratus	var. odoratus	6	4.5	Lawrence,1985
Senecio	implexus		-	4.55	Zonneveld et al.,2005
Senecio	herreianus	(small form)	-	4.6	Zonneveld et al.,2005
Senecio	cunninghamii		6	4.7	Lawrence,1985
Senecio	hispidulus	var. hispidulus	6	4.8	Lawrence,1985
Senecio	glomeratus		6	4.8	Lawrence,1985
Senecio	cedrorum		-	4.8	Zonneveld et al.,2005
Senecio	decaryi		-	4.9	Zonneveld et al.,2005
Senecio	minimus	var. picridioides (Turcz.) Belcher	6	4.9	Lawrence,1985
Senecio	squarrosus		6	5	Lawrence,1985
Senecio	radicans	(small form)	-	5	Zonneveld et al.,2005
Senecio			-	5.1	Zonneveld et al.,2005
Senecio	georgianus	var. latifolius Black	6	5.1	Lawrence,1985
Senecio	brassica		-	5.5	Bennett and Smith,1976
Senecio	crassulaefolius		-	5.75	Zonneveld et al.,2005
Senecio	abbreviatus		-	6	Zonneveld et al.,2005
Senecio	biserratus		10	6.3	Lawrence,1985
Senecio	hallianus	(large form)	-	6.6	Zonneveld et al.,2005
Senecio	x abbreviatus		-	6.7	Zonneveld et al.,2005
Senecio	amygdalifolius		4	6.7	Lawrence,1985
Senecio	kleinia		-	7.1	Zonneveld et al.,2005
Senecio	pectinatus		8	7.8	Lawrence,1985
Senecio	magnificus		4	7.9	Lawrence,1985
Senecio	herreianus	(large form)	-	8.05	Zonneveld et al.,2005
Senecio	velleioides		4	8.3	Lawrence,1985
Senecio	battiscombei		-	9.2	Bennett and Smith,1976
Senecio	macranthus		4	9.4	Lawrence,1985
Senecio	kleiniiformis	(small form)	-	9.65	Zonneveld et al.,2005
Senecio	pendulus		-	9.7	Zonneveld et al.,2005
Senecio	oxyriifolius		-	9.85	Zonneveld et al.,2005
Senecio	mweroensis	subsp. leptophyllus	-	9.95	Zonneveld et al.,2005
Senecio	aloides		-	10.1	Zonneveld et al.,2005
Senecio	stapeliaeformis		-	10.25	Zonneveld et al.,2005
Senecio	vagus	subsp. eglandulosus Ali	10	10.7	Lawrence,1985
Senecio	picticaulis		-	11.3	Zonneveld et al.,2005
Senecio	jacobsenii	(compact form)	-	12.25	Zonneveld et al.,2005
Senecio	stapeliaeformis x implexus		-	12.9	Zonneveld et al.,2005
Senecio	hebdingii		-	12.9	Zonneveld et al.,2005
Senecio	sempervivus	subsp. grantii (large form)	-	13.95	Zonneveld et al.,2005
Senecio	cephalophorus		-	15.2	Zonneveld et al.,2005
Senecio	x cephalophorus		-	15.85	Zonneveld et al.,2005
Senecio	nyikensis	var. nyikensis	-	19.3	Zonneveld et al.,2005
Senecio	mweroensis	subsp. saginatus	-	19.7	Zonneveld et al.,2005
Senecio	pendulus	(large form)	-	26.15	Zonneveld et al.,2005
Senna	artemisioides	NA	-	1.24	Morgan & Westoby,2005
Sequoia	sempervirens	NA	6	32.14	Hizume et al.,2001
Sequoiadendron	giganteum	NA	2	9.93	Hizume et al.,2001
Sesamum	triphyllum	NA	2	0.54	Hanson et al.,2001
Sesamum	mulayanum	NA	2	0.89	Hiremath et al.,2001
Sesamum	latifolium	NA	4	0.95	Hiremath et al.,2001
Sesamum	indicum	NA	2	0.97	Hiremath et al.,2001
Sesamum	laciniatum	NA	4	1.18	Hiremath et al.,2001
Sesamum	capense	NA	2	1.21	Hiremath et al.,2001
Sesamum	radiatum	NA	8	1.33	Hiremath et al.,2001
Sesamum	schinzianum	NA	8	1.37	Hiremath et al.,2001
Sesamum	occidentale	NA	8	1.58	Hiremath et al.,2001
Sesamum	alatum	NA	2	1.69	Hiremath et al.,2001
Setaria	italica	cv. Little red	2	0.5	Bennett and Hanson,1997
Setaria	verticillata		-	0.6	Bennett et al.,1997
Setaria	viridis		2	0.8	Bennett et al.,1998
Setaria	woodii		2	0.8	Le et al.,1998
Setaria	holstii		2	0.9	Le et al.,1998
Setaria	sphacelata		4	1	Le et al.,1998
Setaria	leiantha		4	1.2	Le et al.,1998
Setaria	glauca		-	1.2	Bennett et al.,1998
Setaria	queenslandica		4	1.4	Le et al.,1998
Setaria	faberi		4	1.6	Bennett et al.,1998
Setaria	neglecta		4	1.8	Le et al.,1998
Setaria	macrostachya		6	1.8	Le et al.,1998
Setaria	palmifolia		4	1.9	Le et al.,1998
Setaria	incrassata		4	2.1	Le et al.,1998
Setaria	chevalieri		4	2.2	Le et al.,1998
Setaria	parviflora		4	2.4	Le et al.,1998
Setaria	pumila		6	2.6	Le et al.,1998
Shorea	robusta	NA	2	0.6	Ohri and Kumar,1986
Silene	palaestina		-	0.73	Bou Dagher-Kharrat et al.,2013
Silene	ciliate		2	0.95	Loureiro et al.,2013
Silene	coeli-rosa		-	1	Miller and Lyndon,1977
Silene	bosniacum		2	1.08	Siljak-Yakovlev et al.,2010
Silene	vulgaris		2	1.13	Siroký  et al.,2001
Silene	pendula		2	1.18	Siroký  et al.,2001
Silene	pusilla		2	1.32	Temsch et al.,2010
Silene	aegyptiaca		-	1.67	Bou Dagher-Kharrat et al.,2013
Silene	rupestris		2	1.7	Loureiro et al.,2013
Silene	succulenta		-	2.19	Bou Dagher-Kharrat et al.,2013
Silene	nutans		2	2.21	Pustahija et al.,2013
Silene	alpestris		2	2.21	Temsch et al.,2010
Silene	reichenbachii		-	2.26	Siljak-Yakovlev et al.,2010
Silene	sendtneri		-	2.36	Siljak-Yakovlev et al.,2010
Silene	paradoxa		2	2.48	Pustahija et al.,2013
Silene	berthelotiana		2	2.56	Suda et al.,2003
Silene	otites		-	2.58	Vallès et al.,2014
Silene	nocteolens		2	2.58	Suda et al.,2003
Silene	lagunensis		2	2.6	Suda et al.,2003
Silene	pogonocalyx		2	2.62	Suda et al.,2003
Silene	latifolia	(female)	2	2.7	Costich et al.,1991
Silene	dioica		2	2.7	Mowforth and Grime,1989
Silene	rubra		-	2.85	Zonneveld et al.,2005
Silene	dichotoma		2	2.94	Kubešová et al.,2010
Silene	chalcedonica		2	3.3	Siroký  et al.,2001
Silene	stellata	var. scabrella  (Nieusl) E.J.Palmer & Steyerm.	-	5.9	Bai et al.,2012
Silphium	terebinthinaceum	NA	-	7.12	Bai et al.,2012
Silphium	perfoliatum	NA	-	8.3	Bai et al.,2012
Silphium	laciniatum	NA	-	8.35	Bai et al.,2012
Silphium	integrifolium	NA	-	8.45	Bai et al.,2012
Silybum	marianum	(pop. Llanars)	-	0.81	Garcia et al.,2013
Simmondsia	chinensis	NA	-	0.74	Hanson et al.,2002
Sinapis	arvensis	NA	2	0.38	Arumuganathan and Earle,1991
Sinapis	alba	NA	3	0.5	Bennett MD,  Smith JB, Heslop-Harrison,1982
Sisymbrium	loeselii	NA	2	0.24	Kubešová et al.,2010
Sisymbrium	officinale	NA	2	0.24	Lysák et al.,2009
Sisymbrium	altissimum	NA	2	0.26	Kubešová et al.,2010
Sisymbrium	orientale	NA	-	0.31	Johnston et al.,2005
Sisymbrium	austriacum	NA	2	0.36	Lysák et al.,2009
Sisymbrium	irio	NA	4	0.53	Johnston et al.,2005
Sisymbrium	strictissimum	NA	4	0.7	Kubešová et al.,2010
Solanum	chacoense		2	0.6	Bennett et al.,1976
Solanum	tripartitum		2	0.6	Bennett et al.,1976
Solanum	brevidens		2	0.76	Valkonen JPT.,1994
Solanum	etuberosum		2	0.8	Valkonen JPT.,1994
Solanum	pinnatisectum		2	0.8	Bennett et al.,1976
Solanum	vernei		2	0.8	Bennett et al.,1976
Solanum	fernandezianum		2	0.8	Valkonen JPT.,1994
Solanum	phureja		2	0.9	Bennett et al.,1976
Solanum	berthaultii		-	0.87	Arumuganathan and Earle,1991
Solanum	tucumanense		2	0.9	Bennett et al.,1976
Solanum	tuberosum		2	0.89	Marie & Brown,1993
Solanum	sparsipilum		2	0.9	Anderson et al.,1985
Solanum	aviculare		4	0.9	Bennett et al.,1976
Solanum	seaforthianum		2	1	Bennett et al.,1976
Solanum	melongena		2	1	Bennett et al.,1976
Solanum	nodiflorum		2	1	Bennett et al.,1976
Solanum	aculeastrum		2	1.1	Bennett et al.,1976
Solanum	lycopersicum	Stupické polní rané	-	1.06	Kron & Husband,2012
Solanum	dulcamara		-	1.1	Pustahija et al.,2013
Solanum	atropurpureum		2	1.1	Bennett et al.,1976
Solanum	polyadenium		2	1.1	Bennett et al.,1976
Solanum	incanum		2	1.2	Bennett et al.,1976
Solanum	stenotomum		2	1.2	Anderson et al.,1985
Solanum	catombelense		2	1.2	Bennett et al.,1976
Solanum	ptychanthum		-	1.31	Bai et al.,2012
Solanum	viarum		2	1.3	Bennett and Smith,1987
Solanum	alatum		2	1.4	Bennett et al.,1976
Solanum	pseudocapsicum		2	1.3	Bennett et al.,1976
Solanum	torvum		2	1.4	Bennett et al.,1976
Solanum	oxycarpum		4	1.4	Bennett et al.,1976
Solanum	fendleri	subsp. fendleri	4	1.5	Bennett et al.,1976
Solanum	abutiloides		2	1.5	Bennett et al.,1976
Solanum	laciniatum		4	1.8	Bennett et al.,1976
Solanum	giganteum		2	1.9	Bennett et al.,1976
Solanum	luteum		4	2	Bennett et al.,1976
Solanum	tuberosum		4	2.1	Bennett and Smith,1976
Solanum	retroflexum		4	2.3	Bennett et al.,1976
Solanum	demissum		6	2.5	Bennett et al.,1976
Solanum	mammosum		2	2.7	Bennett et al.,1976
Solanum	nigrum		6	3.1	Pustahija et al.,2013
Solanum	robustum		2	3.1	Bennett et al.,1976
Solanum	macranthum		2	3.7	Ohri,1996
Sorghum	timorense		-	0.64	Price et al.,2005
Sorghum	bicolor	subsp. bicolor race durra	2	0.7	Laurie and Bennett,1985
Sorghum	propinquum		-	0.76	Price et al.,2005
Sorghum	macrospermum		-	1.04	Price et al.,2005
Sorghum	ecarinatum		-	1.05	Price et al.,2005
Sorghum	stipoideum		-	1.1	Price et al.,2005
Sorghum	intrans		-	1.14	Price et al.,2005
Sorghum	bulbosum		-	1.15	Price et al.,2005
Sorghum	laxiflorum		-	1.25	Price et al.,2005
Sorghum	matarankense		-	1.26	Price et al.,2005
Sorghum	exstans		-	1.38	Price et al.,2005
Sorghum	halepense	race almum	-	1.7	Laurie and Bennett,1985
Sorghum	bicolor	subsp. arundinaceum race verticilliflorum	4	1.7	Laurie and Bennett,1985
Sorghum	brachypodum		-	1.68	Price et al.,2005
Sorghum	angustum		-	1.85	Price et al.,2005
Sorghum	purpureosericeum		-	2.09	Price et al.,2005
Sorghum	versicolor		2	2.1	Laurie and Bennett,1985
Sorghum	leiocladum		-	2.3	Price et al.,2005
Sorghum	versicolor		4	3.34	Price et al.,2005
Sorghum	roxburghii		4	3.4	Paroda and Rees,1971
Sorghum	interjectum		-	3.65	Price et al.,2005
Sorghum	plumosum		-	3.83	Price et al.,2005
Sorghum	amplum		-	3.85	Price et al.,2005
Sorghum	nitidum		-	4.4	Price et al.,2005
Sorghum	virgatum		4	4.4	Paroda and Rees,1971
Sorghum	sudanense		4	4.5	Paroda and Rees,1971
Sorghum	caudatum		4	4.9	Paroda and Rees,1971
Sorghum	caffrorum		4	5.1	Paroda and Rees,1971
Sorghum	plumosum		-	5.15	Price et al.,2005
Sorghum	nervosum		4	5.3	Paroda and Rees,1971
Sorghum	conspicuum		4	5.5	Paroda and Rees,1971
Sorghum	durra		4	5.7	Paroda and Rees,1971
Spergula	arvensis	NA	-	1.1	Bennett et al.,1998
Sphagnum	denticulatum		-	0.39	Temsch et al.,1998
Sphagnum	platyphyllum		-	0.4	Temsch et al.,1998
Sphagnum	contortum		-	0.4	Temsch et al.,1998
Sphagnum	subsecundum		-	0.41	Temsch et al.,1998
Sphagnum	compactum		-	0.41	Temsch et al.,1998
Sphagnum	cuspidatum		-	0.41	Temsch et al.,1998
Sphagnum	lindbergii		-	0.42	Temsch et al.,1998
Sphagnum	riparium		-	0.42	Temsch et al.,1998
Sphagnum	brevifolium		-	0.42	Temsch et al.,1998
Sphagnum	flexuosum		-	0.43	Temsch et al.,1998
Sphagnum	tundrae		-	0.44	Greilhuber et al.,2003
Sphagnum	fallax		-	0.44	Temsch et al.,1998
Sphagnum	obtusum		-	0.44	Temsch et al.,1998
Sphagnum	angustifolium		-	0.45	Temsch et al.,1998
Sphagnum	imbricatum		-	0.45	Temsch et al.,1998
Sphagnum	balticum		-	0.45	Greilhuber et al.,2003
Sphagnum	teres		-	0.45	Temsch et al.,1998
Sphagnum	subnitens		-	0.45	Temsch et al.,1998
Sphagnum	squarrosum		-	0.46	Temsch et al.,1998
Sphagnum	magellanicum		-	0.46	Temsch et al.,1998
Sphagnum	capillifolium		-	0.46	Temsch et al.,1998
Sphagnum	fimbriatum		-	0.46	Temsch et al.,1998
Sphagnum	tenellum		-	0.47	Temsch et al.,1998
Sphagnum	girgensohnii		-	0.47	Temsch et al.,1998
Sphagnum	aongstroemii		-	0.47	Greilhuber et al.,2003
Sphagnum	rubellum		-	0.47	Temsch et al.,1998
Sphagnum	quinquefarium		-	0.47	Temsch et al.,1998
Sphagnum	warnstorfii		-	0.48	Temsch et al.,1998
Sphagnum	fuscum		-	0.49	Temsch et al.,1998
Sphagnum	recurvum		-	0.56	Bainard,2011
Sphagnum	inundatum		2	0.72	Melosik et al.,2005
Sphagnum	lescurii		2	0.72	Melosik et al.,2005
Sphagnum	majus		-	0.81	Temsch et al.,1998
Sphagnum	palustre	var. palustre	-	0.92	Temsch et al.,1998
Sphagnum	olafii		-	0.92	Greilhuber et al.,2003
Sphagnum	papillosum		-	0.93	Temsch et al.,1998
Sphagnum	russowii		-	0.94	Temsch et al.,1998
Sphagnum	articum		-	0.95	Greilhuber et al.,2003
Spinacia	oleracea	cv. Greenmarket	2	1	Barlow,1981
Spirodela	polyrhiza	NA	4	0.3	Geber,1989
Spirodela	punctata	NA	2	0.37	Geber,1989
Sporobolus	heterolepis	NA	-	1.05	Bai et al.,2012
Stenocereus	thurberi	NA	-	1.72	Sliwinska et al.,2009
Stevia	rebaudiana	NA	-	1.27	Garcia et al.,2013
Stipa	pennata	NA	4	1.14	Šmarda et al.,2014
Suaeda	maritima	NA	4	1.06	Dolenc Koce et al.,2008
Syzygium	cumini	NA	2	1.83	Ohri et al.,2004
Taxus	chinensis		-	7.75	Zhang et al.,2013
Taxus	baccata		2	11.05	Greilhuber,1988
Taxus	sumatrana		-	11.15	Zonneveld,2012
Taxus	brevifolia		-	11.45	Zonneveld,2012
Taxus	cuspidata	'Nana'	-	11.45	Zonneveld,2012
Taxus	canadensis		-	11.6	Zonneveld,2012
Taxus	wallichiana		-	11.85	Zonneveld,2012
Taxus	celebica		-	12.15	Zonneveld,2012
Telopea	truncata	NA	2	1.16	Jordan et al.,2014
Tetraselmis	suecica	NA	-	0.35	Kapraun,2007
Tetraselmis	subcordiformis	NA	-	0.6	Mazalová et al.,2011
Thalictrum	rhynchocarpum	NA	4	0.25	Soza et al.,2013
Thalictrum	virgatum	NA	-	0.3	Soza et al.,2013
Thalictrum	rubescens	NA	-	0.38	Soza et al.,2013
Thalictrum	filamentosum	NA	2	0.4	Soza et al.,2013
Thalictrum	punctatum	NA	2	0.42	Soza et al.,2013
Thalictrum	kiusianum	NA	-	0.45	Soza et al.,2013
Thalictrum	clavatum	NA	2	0.46	Soza et al.,2013
Thalictrum	occidentale	NA	8	0.52	Soza et al.,2013
Thalictrum	alpinum	NA	2	0.55	Soza et al.,2013
Thalictrum	ichangense	NA	2	0.57	Soza et al.,2013
Thalictrum	omeiense	NA	-	0.6	Soza et al.,2013
Thalictrum	lucidum	NA	4	0.64	Soza et al.,2013
Thalictrum	minus	NA	-	0.7	Soza et al.,2013
Thalictrum	uchiyamae	NA	2	0.7	Soza et al.,2013
Thalictrum	rochebrunnianum	NA	4	0.71	Soza et al.,2013
Thalictrum	aquilegiifolium	NA	-	0.72	Soza et al.,2013
Thalictrum	actaeifolium	NA	2	0.73	Soza et al.,2013
Thalictrum	grandiflorum	NA	-	0.76	Soza et al.,2013
Thalictrum	delavayi	NA	4	0.77	Soza et al.,2013
Thalictrum	decipiens	NA	4	0.79	Soza et al.,2013
Thalictrum	flavum	NA	-	0.81	Soza et al.,2013
Thalictrum	isopyroides	NA	6	0.83	Soza et al.,2013
Thalictrum	guatemalense	NA	4	0.99	Soza et al.,2013
Thalictrum	dioicum	NA	4	1.01	Soza et al.,2013
Thalictrum	podocarpum	NA	-	1.13	Soza et al.,2013
Thalictrum	fendleri	NA	-	1.19	Soza et al.,2013
Thalictrum	arsenii	NA	-	1.19	Soza et al.,2013
Thalictrum	diffusiflorum	NA	-	1.24	Soza et al.,2013
Thalictrum	strigillosum	NA	4	1.26	Soza et al.,2013
Thalictrum	hernandezii	NA	4	1.31	Soza et al.,2013
Thalictrum	simplex	NA	-	1.32	Soza et al.,2013
Thalictrum	revolutum	NA	20	3.53	Soza et al.,2013
Thalictrum	pubescens	NA	-	3.57	Soza et al.,2013
Thalictrum	thalictroides	NA	2	3.66	Soza et al.,2013
Thalictrum	dasycarpum	NA	22	3.74	Soza et al.,2013
Theobroma	microcarpum	NA	-	0.37	Argout et al.,2011
Theobroma	cacao	NA	2	0.4	Figueira et al.,1992
Theobroma	grandiflorum	NA	-	0.51	Argout et al.,2011
Theobroma	speciosum	NA	-	0.51	Argout et al.,2011
Thinopyrum	bessarabicum		2	7.5	Vogel et al.,1999
Thinopyrum	caespitosum		4	9.9	Vogel et al.,1999
Thinopyrum	junceiforme	(= Agropyron junceum subsp. boreoatlanticum)	4	11.8	Vogel et al.,1999
Thinopyrum	intermedium	subsp. barbulatum (Schur) Barkw. & D.R.Dewey cv. Manska	6	13	Vogel et al.,1999
Thinopyrum	ponticum	cv. Platte (=Agropyron elongatum subsp. ruthenium)	10	22.6	Vogel et al.,1999
Thlaspi	alpestre		2	0.2	Band,1984
Thlaspi	praecox		2	0.26	Temsch et al.,2010
Thlaspi	montanum	var. fendleri	2	0.29	Peer et al.,2006
Thlaspi	violascens		-	0.31	Peer et al.,2003
Thlaspi	perfoliatum		2	0.31	Peer et al.,2006
Thlaspi	tymphaeum		2	0.32	Peer et al.,2006
Thlaspi	rosulare		-	0.32	Peer et al.,2003
Thlaspi	caerulescens		2	0.34	Peer et al.,2006
Thlaspi	oxyceras		-	0.34	Peer et al.,2003
Thlaspi	ceratocarpum		2	0.43	Lysák et al.,2009
Thlaspi	goesingense		2	0.5	Siljak-Yakovlev et al.,2010
Thlaspi	arvense		2	0.52	Lysák et al.,2009
Thlaspi	tymphaeum		4	0.66	Peer et al.,2006
Thuja	koraiensis	NA	-	11.95	Zonneveld,2012
Thuja	sutchuensis	NA	-	12.1	Zonneveld,2012
Thuja	occidentalis	NA	2	12.36	Hizume et al.,2001
Thuja	plicata	NA	2	12.84	Hizume et al.,2001
Thuja	standishii	NA	2	13.43	Hizume et al.,2001
Tilia	americanum	NA	-	1.25	Bai et al.,2012
Toxicodendron	rydbergii	NA	-	0.3	Bai et al.,2012
Toxicodendron	radicans	NA	-	0.56	Bai et al.,2012
Trifolium	ligusticum		2	0.34	Vižintin et al.,2006
Trifolium	lappaceum		2	0.35	Vižintin et al.,2006
Trifolium	variegatum		2	0.36	Vižintin et al.,2006
Trifolium	campestre		2	0.37	Vižintin et al.,2006
Trifolium	aureum		2	0.38	Vižintin et al.,2006
Trifolium	striatum		2	0.38	Vižintin et al.,2006
Trifolium	arvense		2	0.39	Vižintin et al.,2006
Trifolium	glomeratum		2	0.39	Vižintin et al.,2006
Trifolium	pratense		2	0.43	Vižintin et al.,2006
Trifolium	willdenovii		2	0.44	Vižintin et al.,2006
Trifolium	nigrescens	subsp. nigrescens	2	0.45	Konieczny et al.,2012
Trifolium	resupinatum		2	0.52	Vižintin et al.,2006
Trifolium	clypeatum		-	0.52	Bou Dagher-Kharrat et al.,2013
Trifolium	tomentosum		2	0.52	Vižintin et al.,2006
Trifolium	fragiferum		2	0.54	Vižintin et al.,2006
Trifolium	decorum		-	0.6	Kenton and Owens,1988
Trifolium	subterraneum		2	0.56	Vižintin et al.,2006
Trifolium	alexandrinum		2	0.55	Vižintin et al.,2006
Trifolium	hybridum		2	0.62	Vižintin et al.,2006
Trifolium	michelianum		2	0.65	Vižintin et al.,2006
Trifolium	incarnatum		2	0.67	Vižintin et al.,2006
Trifolium	vesiculosum		2	0.68	Vižintin et al.,2006
Trifolium	hirtum		2	0.68	Vižintin et al.,2006
Trifolium	dubium		4	0.73	Vižintin et al.,2006
Trifolium	tembense		2	0.8	Kenton and Owens,1988
Trifolium	alpestre		2	0.78	Siljak-Yakovlev et al.,2010
Trifolium	steudneri		2	1	Kenton and Owens,1988
Trifolium	bilineatum		-	1	Kenton and Owens,1988
Trifolium	uniflorum		2	1	Kenton and Owens,1988
Trifolium	quartinianum		-	1	Kenton and Owens,1988
Trifolium	polymorphum		2	1.03	Vižintin et al.,2006
Trifolium	repens		4	1.06	Pustahija et al.,2013
Trifolium	simense		4	1.2	Kenton and Owens,1988
Trifolium	montanum		-	1.27	Pustahija et al.,2013
Trifolium	rueppellianum		2	1.52	Vižintin et al.,2006
Trifolium	hybridum		4	1.6	Kuriyan,1984
Trifolium	semipilosum		2	1.96	Vižintin et al.,2006
Trifolium	ambiguum		6	2.29	Vižintin et al.,2006
Trifolium	africanum		4	2.3	Vižintin et al.,2006
Trifolium	medium		10	3.23	Vižintin et al.,2006
Trifolium	dalmaticum		-	3.52	Pustahija et al.,2013
Trifolium	burchellianum		6	3.69	Vižintin et al.,2006
Trifolium	pannonicum		-	5.79	Siljak-Yakovlev et al.,2010
Triticum	urartu		2	4.9	Bennett and Smith,1976
Triticum	monococcum		2	6.2	Bennett and Smith,1976
Triticum	aegilopoides		2	6.9	Rees and Walters,1965
Triticum	araraticum		4	10.1	Hülgenhof et al.,1988
Triticum	timopheevii		4	11.3	Rees and Walters,1965
Triticum	dicoccum		4	12	Rees and Walters,1965
Triticum	dicoccoides		4	12.3	Rees and Walters,1965
Triticum	turgidum	var. durum cv. Stewart	4	12.3	Bennett and Smith,1976
Triticum	durum	cv. Kharkovskaya I	4	12.66	Boyko et al.,1984
Triticum	aestivum	cv. Chinese Spring	6	17.3	Bennett and Smith,1976
Triticum	zhukovskyi		6	17.74	Eilam et al.,2008
Turritis	glabra	NA	2	0.24	Lysák et al.,2009
Typha	angustifolia	NA	2	0.23	Šmarda et al.,2014
Typha	latifolia	NA	2	0.3	Band,1984
Ulmus	glabra	NA	4	1.99	Pustahija et al.,2013
Ulmus	rubra	NA	-	2.01	Bai et al.,2012
Ulmus	minor	NA	-	2.13	Loureiro et al.,2007
Ulmus	americana	NA	-	3.15	Bai et al.,2012
Ulva	compressa	NA	-	0.14	Kagami et al.,2005
Ulva	rigida	NA	-	0.16	Le Gall et al.,1993
Ulva	rotundata	NA	-	0.3	Kapraun,2007
Ulva	fasciata	NA	-	0.3	Kapraun and Bailey,1992
Ulva	curvata	NA	-	0.4	Kapraun and Bailey,1992
Utricularia	purpurea	NA	-	0.08	Veleba et al.,2014
Utricularia	gibba	NA	-	0.09	Greilhuber et al.,2006
Utricularia	longifolia	NA	-	0.1	Veleba et al.,2014
Utricularia	floridana	NA	-	0.1	Veleba et al.,2014
Utricularia	aureomaculata	NA	-	0.11	Veleba et al.,2014
Utricularia	cornuta	NA	-	0.1	Veleba et al.,2014
Utricularia	juncea	NA	-	0.11	Veleba et al.,2014
Utricularia	hydrocarpa	NA	-	0.11	Veleba et al.,2014
Utricularia	uliginosa	NA	-	0.12	Veleba et al.,2014
Utricularia	striata	NA	-	0.12	Veleba et al.,2014
Utricularia	fulva	NA	-	0.12	Veleba et al.,2014
Utricularia	endresii	NA	-	0.14	Veleba et al.,2014
Utricularia	blanchetii	NA	-	0.14	Greilhuber et al.,2006
Utricularia	parthenopipes	NA	-	0.14	Greilhuber et al.,2006
Utricularia	tridentata	NA	-	0.14	Veleba et al.,2014
